,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE
2014/8/21,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/8/22,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/8/25,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/8/26,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/8/27,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/8/28,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/8/29,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/1,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/2,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/3,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/4,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/5,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/9,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/10,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/11,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/12,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/15,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/16,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/17,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/18,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/19,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/22,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/23,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/24,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/25,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/26,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/29,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/9/30,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/8,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/9,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/10,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/13,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/14,A1501.DCE,C1501.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/15,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/16,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/17,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/20,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/21,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/22,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/23,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1501.DCE
2014/10/24,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/10/27,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/10/28,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/10/29,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/10/30,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/10/31,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/3,A1501.DCE,C1505.DCE,,M1505.DCE,Y1501.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1501.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/4,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/5,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/6,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1501.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/7,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/10,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/11,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/12,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/13,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/14,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/17,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/18,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1501.DCE,I1505.DCE
2014/11/19,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1505.DCE,I1505.DCE
2014/11/20,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1505.DCE,I1505.DCE
2014/11/21,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1505.DCE,I1505.DCE
2014/11/24,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1505.DCE,I1505.DCE
2014/11/25,A1501.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1501.DCE,V1505.DCE,J1501.DCE,JM1505.DCE,I1505.DCE
2014/11/26,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/11/27,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/11/28,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/1,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1501.DCE,L1501.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/2,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/3,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/4,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/5,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/8,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/9,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/10,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/11,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/12,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/15,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/16,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/17,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/18,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/19,A1505.DCE,C1505.DCE,,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/22,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/23,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/24,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/25,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/26,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/29,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/30,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2014/12/31,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/5,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/6,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/7,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/8,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/9,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/12,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/13,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/14,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/15,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/16,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/19,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/20,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/21,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/22,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/23,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/26,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/27,A1505.DCE,C1505.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/28,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/29,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/1/30,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/2,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/3,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/4,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/5,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/6,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/9,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/10,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/11,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/12,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/13,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/16,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/17,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/25,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/26,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/2/27,A1505.DCE,C1509.DCE,CS1505.DCE,M1505.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
2015/3/2,A1505.DCE,C1509.DCE,CS1505.DCE,M1509.DCE,Y1505.DCE,P1505.DCE,JD1505.DCE,L1505.DCE,PP1505.DCE,V1505.DCE,J1505.DCE,JM1505.DCE,I1505.DCE
