,PB1109.SHF,PB1110.SHF,PB1111.SHF,PB1112.SHF,PB1201.SHF,PB1202.SHF,PB1203.SHF,PB1204.SHF,PB1205.SHF,PB1206.SHF,PB1207.SHF,PB1208.SHF,PB1209.SHF,PB1210.SHF,PB1211.SHF,PB1212.SHF,PB1301.SHF,PB1302.SHF,PB1303.SHF,PB1304.SHF,PB1305.SHF,PB1306.SHF,PB1307.SHF,PB1308.SHF,PB1309.SHF,PB1310.SHF,PB1311.SHF,PB1312.SHF,PB1401.SHF,PB1402.SHF,PB1403.SHF,PB1404.SHF,PB1405.SHF,PB1406.SHF,PB1407.SHF,PB1408.SHF,PB1409.SHF,PB1410.SHF,PB1411.SHF,PB1412.SHF,PB1501.SHF,PB1502.SHF,PB1503.SHF,PB1504.SHF,PB1505.SHF,PB1506.SHF,PB1507.SHF,PB1508.SHF,PB1509.SHF,PB1510.SHF,PB1511.SHF,PB1512.SHF,PB1601.SHF,PB1602.SHF,PB1603.SHF,PB1604.SHF,PB1605.SHF,PB1606.SHF,PB1607.SHF,PB1608.SHF,PB1609.SHF,PB1610.SHF,PB1611.SHF,PB1612.SHF,PB1701.SHF,PB1702.SHF,PB1703.SHF,PB1704.SHF,PB1705.SHF,PB1706.SHF,PB1707.SHF,PB1708.SHF,PB1709.SHF,PB1710.SHF,PB1711.SHF,PB1712.SHF,PB1801.SHF,PB1802.SHF,PB1803.SHF,PB1804.SHF,PB1805.SHF,PB1806.SHF,PB1807.SHF,PB1808.SHF,PB1809.SHF,PB1810.SHF,PB1811.SHF,PB1812.SHF,PB1901.SHF,PB1902.SHF,PB1903.SHF,PB1904.SHF,WSet: quota exceeded.
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19200.0,19290.0,19380.0,19410.0,19435.0,19535.0,,19335.0,19505.0,,,,,,,,,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19550.0,19565.0,19590.0,19590.0,19640.0,19650.0,19635.0,19635.0,20025.0,19660.0,19780.0,19750.0,,,,,,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19705.0,19990.0,20060.0,20045.0,20000.0,19725.0,19895.0,19910.0,,,,19960.0,,,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19270.0,19820.0,19885.0,19925.0,19680.0,19590.0,,19675.0,19560.0,19615.0,19685.0,19610.0,,,,,,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19240.0,19335.0,19380.0,19365.0,19310.0,19470.0,19380.0,19420.0,19430.0,,,,,,,,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18890.0,18910.0,18950.0,19050.0,19080.0,18985.0,19015.0,19065.0,19035.0,19050.0,,,,,,,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18735.0,18780.0,18810.0,18915.0,18885.0,18875.0,18885.0,18870.0,18870.0,,,,,,,,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18900.0,18940.0,19000.0,19070.0,19860.0,19175.0,19260.0,,,,,19220.0,,,,,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19075.0,19100.0,19130.0,19260.0,18985.0,18980.0,19025.0,,,,,,,,,,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18880.0,18950.0,19000.0,19010.0,19175.0,19095.0,,,19210.0,,18715.0,,,,,,,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18830.0,18810.0,19000.0,19005.0,18990.0,19010.0,19005.0,19010.0,18890.0,18750.0,19000.0,,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18640.0,18775.0,18795.0,18850.0,18930.0,18990.0,18855.0,19015.0,18815.0,18820.0,18835.0,18905.0,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18545.0,18630.0,18700.0,18650.0,18595.0,18770.0,18765.0,,,18835.0,18880.0,,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18495.0,18515.0,18575.0,18630.0,18750.0,18700.0,18650.0,18820.0,18745.0,18755.0,,,,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18610.0,18740.0,18800.0,18835.0,18925.0,18895.0,18940.0,18935.0,18970.0,18940.0,18885.0,,,,,,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18535.0,18765.0,18820.0,18895.0,18855.0,18890.0,19025.0,18935.0,18955.0,18890.0,18915.0,18965.0,,,,,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18390.0,18545.0,18645.0,18765.0,18525.0,18600.0,18585.0,18575.0,,18535.0,,,,,,,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17905.0,18100.0,18155.0,18255.0,18250.0,,18355.0,18305.0,,18350.0,,18205.0,,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17825.0,18010.0,18065.0,18135.0,18225.0,17980.0,18025.0,,,,,,,,,,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17865.0,18050.0,18160.0,18220.0,18235.0,18200.0,18195.0,18280.0,18305.0,,,18275.0,,,,,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17610.0,17675.0,17755.0,17880.0,18045.0,,18015.0,18020.0,,,,,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17975.0,17905.0,18025.0,18075.0,18235.0,18210.0,18300.0,18335.0,18400.0,,,18530.0,,,,,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,18185.0,18325.0,18365.0,18450.0,18485.0,18565.0,,18515.0,,,18535.0,,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17800.0,17860.0,17950.0,18055.0,18100.0,18100.0,18080.0,18155.0,18410.0,,,,,,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18030.0,18170.0,18285.0,18560.0,18525.0,18505.0,18520.0,,,18630.0,18575.0,,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18480.0,18590.0,18600.0,18485.0,18595.0,18550.0,18705.0,18640.0,,,,,,,,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18385.0,18535.0,18610.0,18645.0,18745.0,,18755.0,18640.0,,18750.0,18820.0,18820.0,,,,,,,,,,,,,,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18525.0,18560.0,18655.0,18645.0,18680.0,18575.0,,,18680.0,,,,,,,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18480.0,18600.0,18630.0,18585.0,18685.0,18645.0,18695.0,18665.0,,,18395.0,,,,,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18220.0,18325.0,18400.0,18350.0,18600.0,18555.0,18675.0,18840.0,,,18895.0,18695.0,,,,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18510.0,18605.0,18680.0,18660.0,18605.0,,18560.0,18460.0,18590.0,18530.0,18715.0,18675.0,,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18095.0,18160.0,18295.0,18270.0,18335.0,18300.0,18455.0,18255.0,18490.0,18515.0,18230.0,18485.0,,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17665.0,17750.0,17805.0,17875.0,17675.0,17440.0,17775.0,17750.0,,18080.0,17910.0,17725.0,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17265.0,17410.0,17505.0,17600.0,17615.0,17505.0,17665.0,17560.0,17520.0,17750.0,17745.0,17655.0,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17375.0,17455.0,17595.0,17570.0,17590.0,17730.0,17785.0,17640.0,17645.0,17795.0,17785.0,17685.0,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17165.0,17320.0,17400.0,17470.0,17580.0,17540.0,17810.0,17815.0,17795.0,17675.0,17730.0,,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17110.0,17300.0,17420.0,17510.0,17550.0,17735.0,17810.0,17700.0,17735.0,17830.0,,17800.0,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17395.0,17560.0,17660.0,17640.0,17815.0,17775.0,17955.0,17985.0,17735.0,,,17990.0,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17445.0,17650.0,17770.0,17820.0,17730.0,17685.0,17805.0,17800.0,17790.0,17720.0,17825.0,17735.0,,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16265.0,16350.0,16420.0,16490.0,16485.0,16420.0,16735.0,16720.0,16645.0,16970.0,16765.0,16660.0,,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16240.0,16465.0,16570.0,16630.0,16625.0,16860.0,,16735.0,,,16785.0,16835.0,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16350.0,16460.0,16565.0,16625.0,16680.0,16795.0,16420.0,16850.0,16860.0,16945.0,16950.0,16920.0,,,,,,,,,,,,,,
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16210.0,16335.0,16365.0,16505.0,16590.0,16590.0,16710.0,16700.0,16725.0,16730.0,16745.0,,,,,,,,,,,,,,,
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340.0,16455.0,16590.0,16645.0,16795.0,16800.0,,16910.0,16905.0,,17115.0,17065.0,,,,,,,,,,,,,,
2017-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16515.0,16170.0,16230.0,16385.0,16660.0,16885.0,,,16965.0,,,17290.0,,,,,,,,,,,,,,
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16440.0,16540.0,16555.0,16680.0,16735.0,16810.0,16915.0,17010.0,16855.0,17060.0,17185.0,,,,,,,,,,,,,,
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16090.0,16125.0,16190.0,16165.0,16225.0,16005.0,16045.0,16280.0,16125.0,16465.0,16445.0,16525.0,,,,,,,,,,,,,
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16035.0,15950.0,16050.0,16150.0,16005.0,16185.0,16250.0,16280.0,16390.0,16275.0,16395.0,,,,,,,,,,,,,,
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16145.0,16145.0,16145.0,16180.0,16300.0,16200.0,16255.0,16320.0,16415.0,16390.0,16420.0,,,,,,,,,,,,,,
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15975.0,16000.0,16010.0,16020.0,16020.0,16040.0,16075.0,16015.0,16180.0,16165.0,16085.0,,,,,,,,,,,,,,
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15945.0,16020.0,16020.0,16000.0,16940.0,15970.0,16045.0,16085.0,16110.0,16165.0,16145.0,16175.0,,,,,,,,,,,,,
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15950.0,16010.0,16050.0,16105.0,16135.0,16270.0,16285.0,,16405.0,16400.0,16440.0,16280.0,,,,,,,,,,,,,
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16090.0,16135.0,16210.0,16215.0,16240.0,16320.0,16315.0,,16420.0,16455.0,16460.0,,,,,,,,,,,,,,
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16155.0,16255.0,16320.0,16345.0,16355.0,,16495.0,,,,16540.0,16565.0,,,,,,,,,,,,,
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16450.0,16500.0,16565.0,16650.0,16420.0,16765.0,16775.0,16795.0,,16930.0,16965.0,,,,,,,,,,,,,,
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16305.0,16500.0,16585.0,16600.0,16555.0,16600.0,,,16650.0,16655.0,,,,,,,,,,,,,,,
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16030.0,16185.0,16205.0,16215.0,16260.0,16265.0,16295.0,,16150.0,16265.0,16300.0,,,,,,,,,,,,,,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15875.0,15950.0,15995.0,16070.0,16060.0,16155.0,,,,16145.0,16390.0,16430.0,,,,,,,,,,,,,
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15980.0,16050.0,16135.0,16210.0,16205.0,16285.0,16310.0,16230.0,16260.0,16305.0,16340.0,,,,,,,,,,,,,,
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15920.0,16070.0,16125.0,16135.0,16130.0,16190.0,,,,,,,,,,,,,,,,,,,
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16050.0,16060.0,16165.0,16185.0,16220.0,,,,,16500.0,16465.0,,,,,,,,,,,,,,
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150.0,16170.0,16260.0,16355.0,16405.0,16385.0,16280.0,,16330.0,16445.0,16425.0,,,,,,,,,,,,,,
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16150.0,16295.0,16410.0,16585.0,16445.0,16205.0,16260.0,16210.0,16545.0,16375.0,16305.0,16210.0,,,,,,,,,,,,,
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15800.0,16070.0,16115.0,16220.0,16240.0,16150.0,16130.0,16230.0,16090.0,16100.0,16205.0,16120.0,,,,,,,,,,,,,
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15955.0,16060.0,16170.0,16195.0,16110.0,16120.0,16170.0,16145.0,16190.0,16025.0,,,,,,,,,,,,,,
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15680.0,15760.0,15820.0,15875.0,15855.0,,,,16000.0,15980.0,,,,,,,,,,,,,,
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15780.0,15895.0,15935.0,15905.0,15890.0,15975.0,15805.0,15730.0,15735.0,,,,,,,,,,,,,,,
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15355.0,15425.0,15300.0,15430.0,15505.0,15535.0,15500.0,,,,,15645.0,,,,,,,,,,,,
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15500.0,15660.0,15685.0,15760.0,15695.0,,15920.0,15970.0,,,,,,,,,,,,,,,,
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15805.0,15875.0,15985.0,15960.0,15820.0,16110.0,15990.0,,16025.0,16040.0,16125.0,,,,,,,,,,,,,
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15760.0,15840.0,15855.0,15955.0,15780.0,15880.0,15970.0,15980.0,,,,,,,,,,,,,,,,
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15940.0,15920.0,15945.0,16035.0,16030.0,15985.0,15995.0,15940.0,16070.0,15990.0,16070.0,16005.0,,,,,,,,,,,,
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15950.0,15930.0,15945.0,15965.0,15995.0,16040.0,15935.0,16100.0,16100.0,16125.0,16120.0,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15755.0,15930.0,15945.0,15960.0,16090.0,16215.0,16270.0,16115.0,,,,,,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15795.0,15865.0,15900.0,15935.0,15925.0,15955.0,15925.0,16100.0,16195.0,,,,,,,,,,,,,,,
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100.0,16075.0,16115.0,16180.0,16105.0,16130.0,16150.0,16145.0,16330.0,16205.0,16240.0,,,,,,,,,,,,,
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16055.0,16110.0,16150.0,16215.0,16185.0,16590.0,16595.0,16575.0,,16635.0,16520.0,16575.0,,,,,,,,,,,,
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400.0,16450.0,16495.0,16500.0,16490.0,16585.0,16535.0,16555.0,16725.0,16615.0,16585.0,16605.0,,,,,,,,,,,,
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16520.0,16590.0,16600.0,16670.0,16650.0,16685.0,16790.0,16675.0,16470.0,,,,,,,,,,,,,,,
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340.0,16485.0,16535.0,16560.0,16580.0,16775.0,16585.0,16600.0,16625.0,16550.0,16645.0,,,,,,,,,,,,,
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16640.0,16675.0,16715.0,16735.0,16760.0,,16765.0,16650.0,16810.0,16755.0,16785.0,,,,,,,,,,,,,
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16930.0,16985.0,17000.0,17100.0,17035.0,17075.0,17060.0,16945.0,17050.0,16950.0,16965.0,17075.0,,,,,,,,,,,,
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16930.0,17035.0,17055.0,17010.0,17025.0,16850.0,16990.0,17005.0,,16850.0,16905.0,,,,,,,,,,,,,
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16900.0,16975.0,16950.0,16790.0,16770.0,16765.0,16785.0,16760.0,16615.0,,16515.0,16685.0,,,,,,,,,,,,
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17250.0,16975.0,16835.0,16680.0,16595.0,16550.0,16530.0,16515.0,16615.0,16575.0,,,,,,,,,,,,,,
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17125.0,16950.0,16720.0,16645.0,16675.0,16655.0,16535.0,16725.0,16560.0,16600.0,16760.0,16600.0,,,,,,,,,,,
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17280.0,17120.0,16980.0,16905.0,16895.0,16825.0,16755.0,16800.0,16700.0,16695.0,,16735.0,,,,,,,,,,,
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17410.0,17385.0,17340.0,17305.0,17170.0,17220.0,17075.0,,17275.0,17270.0,,16945.0,,,,,,,,,,,
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17620.0,17500.0,17390.0,17350.0,17250.0,17135.0,17110.0,,17015.0,16890.0,16900.0,,,,,,,,,,,,
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17785.0,17580.0,17430.0,17150.0,17285.0,17250.0,17300.0,,,,17100.0,17065.0,,,,,,,,,,,
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17750.0,17650.0,17560.0,17455.0,17320.0,17055.0,17035.0,,,,16885.0,,,,,,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17495.0,17385.0,17310.0,17135.0,17070.0,16930.0,16860.0,,,16815.0,16790.0,16700.0,,,,,,,,,,,
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17290.0,17200.0,17105.0,17005.0,16945.0,16925.0,16890.0,17155.0,17075.0,16925.0,16895.0,16740.0,,,,,,,,,,,
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17350.0,17410.0,17445.0,17340.0,17240.0,17295.0,,,17340.0,17365.0,17395.0,17195.0,,,,,,,,,,,
