,M0011.DCE,M0101.DCE,M0103.DCE,M0105.DCE,M0107.DCE,M0109.DCE,M0111.DCE,M0201.DCE,M0203.DCE,M0205.DCE,M0207.DCE,M0209.DCE,M0211.DCE,M0301.DCE,M0303.DCE,M0305.DCE,M0307.DCE,M0308.DCE,M0309.DCE,M0311.DCE,M0401.DCE,M0403.DCE,M0405.DCE,M0408.DCE,M0409.DCE,M0411.DCE,M0501.DCE,M0503.DCE,M0505.DCE,M0508.DCE,M0509.DCE,M0511.DCE,M0512.DCE,M0601.DCE,M0603.DCE,M0605.DCE,M0607.DCE,M0608.DCE,M0609.DCE,M0611.DCE,M0612.DCE,M0701.DCE,M0703.DCE,M0705.DCE,M0707.DCE,M0708.DCE,M0709.DCE,M0711.DCE,M0712.DCE,M0801.DCE,M0803.DCE,M0805.DCE,M0807.DCE,M0808.DCE,M0809.DCE,M0811.DCE,M0812.DCE,M0901.DCE,M0903.DCE,M0905.DCE,M0907.DCE,M0908.DCE,M0909.DCE,M0911.DCE,M0912.DCE,M1001.DCE,M1003.DCE,M1005.DCE,M1007.DCE,M1008.DCE,M1009.DCE,M1011.DCE,M1012.DCE,M1101.DCE,M1103.DCE,M1105.DCE,M1107.DCE,M1108.DCE,M1109.DCE,M1111.DCE,M1112.DCE,M1201.DCE,M1203.DCE,M1205.DCE,M1207.DCE,M1208.DCE,M1209.DCE,M1211.DCE,M1212.DCE,M1301.DCE,M1303.DCE,M1305.DCE,M1307.DCE,M1308.DCE,M1309.DCE,M1311.DCE,M1312.DCE,M1401.DCE,M1403.DCE,M1405.DCE,M1407.DCE,M1408.DCE,M1409.DCE,M1411.DCE,M1412.DCE,M1501.DCE,M1503.DCE,M1505.DCE,M1507.DCE,M1508.DCE,M1509.DCE,M1511.DCE,M1512.DCE,M1601.DCE,M1603.DCE,M1605.DCE,M1607.DCE,M1608.DCE,M1609.DCE,M1611.DCE,M1612.DCE,M1701.DCE,M1703.DCE,M1705.DCE,M1707.DCE,M1708.DCE,M1709.DCE,M1711.DCE,M1712.DCE,M1801.DCE,M1803.DCE,M1805.DCE,M1807.DCE,M1808.DCE,M1809.DCE,M1811.DCE,M1812.DCE
2015-03-10,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137270.0,2862.0,1278.0,2526668.0,424.0,262.0,360132.0,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102160.0,2842.0,1288.0,2658142.0,442.0,264.0,370230.0,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039770.0,3522.0,1220.0,2707320.0,444.0,232.0,375194.0,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976292.0,3470.0,1238.0,2731938.0,466.0,232.0,397534.0,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944012.0,3468.0,1230.0,2796188.0,464.0,250.0,436918.0,16.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928560.0,3466.0,1232.0,2925680.0,454.0,252.0,449718.0,32.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850282.0,3404.0,1222.0,3033172.0,450.0,276.0,462398.0,82.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834786.0,3388.0,1200.0,3062468.0,444.0,264.0,470912.0,92.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815234.0,3348.0,1208.0,3072698.0,442.0,260.0,476110.0,92.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782106.0,3338.0,1258.0,3162234.0,544.0,250.0,488478.0,96.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754398.0,3330.0,1246.0,3241714.0,572.0,236.0,507314.0,104.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715888.0,3272.0,1258.0,3239636.0,558.0,242.0,520602.0,102.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700456.0,3262.0,1254.0,3272778.0,556.0,238.0,535196.0,98.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674814.0,3258.0,1250.0,3299814.0,550.0,238.0,543670.0,96.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637870.0,3230.0,1260.0,3334668.0,544.0,238.0,536756.0,96.0,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604266.0,3116.0,1254.0,3359370.0,508.0,234.0,534206.0,110.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529262.0,3078.0,1232.0,3258912.0,482.0,232.0,567278.0,104.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491194.0,3020.0,1230.0,3239996.0,492.0,234.0,550660.0,98.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455766.0,3000.0,1220.0,3219262.0,486.0,238.0,537044.0,112.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443048.0,2998.0,1214.0,3318882.0,492.0,238.0,531200.0,112.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431278.0,2902.0,1274.0,3420206.0,492.0,242.0,549018.0,116.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414622.0,2882.0,1256.0,3605968.0,496.0,252.0,547520.0,166.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369414.0,2876.0,1240.0,3605558.0,488.0,266.0,558612.0,206.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350556.0,2790.0,1214.0,3594528.0,486.0,268.0,560250.0,216.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308648.0,2752.0,1210.0,3603500.0,486.0,268.0,586122.0,312.0,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274212.0,2720.0,1210.0,3616028.0,460.0,278.0,619050.0,358.0,,,,,,,,,,,,,,,,,,,,,,
