,M0011.DCE,M0101.DCE,M0103.DCE,M0105.DCE,M0107.DCE,M0109.DCE,M0111.DCE,M0201.DCE,M0203.DCE,M0205.DCE,M0207.DCE,M0209.DCE,M0211.DCE,M0301.DCE,M0303.DCE,M0305.DCE,M0307.DCE,M0308.DCE,M0309.DCE,M0311.DCE,M0401.DCE,M0403.DCE,M0405.DCE,M0408.DCE,M0409.DCE,M0411.DCE,M0501.DCE,M0503.DCE,M0505.DCE,M0508.DCE,M0509.DCE,M0511.DCE,M0512.DCE,M0601.DCE,M0603.DCE,M0605.DCE,M0607.DCE,M0608.DCE,M0609.DCE,M0611.DCE,M0612.DCE,M0701.DCE,M0703.DCE,M0705.DCE,M0707.DCE,M0708.DCE,M0709.DCE,M0711.DCE,M0712.DCE,M0801.DCE,M0803.DCE,M0805.DCE,M0807.DCE,M0808.DCE,M0809.DCE,M0811.DCE,M0812.DCE,M0901.DCE,M0903.DCE,M0905.DCE,M0907.DCE,M0908.DCE,M0909.DCE,M0911.DCE,M0912.DCE,M1001.DCE,M1003.DCE,M1005.DCE,M1007.DCE,M1008.DCE,M1009.DCE,M1011.DCE,M1012.DCE,M1101.DCE,M1103.DCE,M1105.DCE,M1107.DCE,M1108.DCE,M1109.DCE,M1111.DCE,M1112.DCE,M1201.DCE,M1203.DCE,M1205.DCE,M1207.DCE,M1208.DCE,M1209.DCE,M1211.DCE,M1212.DCE,M1301.DCE,M1303.DCE,M1305.DCE,M1307.DCE,M1308.DCE,M1309.DCE,M1311.DCE,M1312.DCE,M1401.DCE,M1403.DCE,M1405.DCE,M1407.DCE,M1408.DCE,M1409.DCE,M1411.DCE,M1412.DCE,M1501.DCE,M1503.DCE,M1505.DCE,M1507.DCE,M1508.DCE,M1509.DCE,M1511.DCE,M1512.DCE,M1601.DCE,M1603.DCE,M1605.DCE,M1607.DCE,M1608.DCE,M1609.DCE,M1611.DCE,M1612.DCE,M1701.DCE,M1703.DCE,M1705.DCE,M1707.DCE,M1708.DCE,M1709.DCE,M1711.DCE,M1712.DCE,M1801.DCE,M1803.DCE,M1805.DCE,M1807.DCE,M1808.DCE,M1809.DCE,M1811.DCE,M1812.DCE
2012-09-11,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698.0,14944.0,934.0,2223028.0,446.0,1040978.0,1734.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-12,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,15012.0,910.0,2226770.0,498.0,1039578.0,1716.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,15332.0,902.0,2155150.0,602.0,1118172.0,1804.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15334.0,962.0,2122522.0,652.0,1084958.0,1798.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15142.0,958.0,2186828.0,640.0,1052024.0,2170.0,180.0,10386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-18,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14822.0,880.0,2063482.0,648.0,935710.0,2056.0,140.0,19174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14828.0,870.0,2059056.0,620.0,952754.0,2014.0,118.0,23940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14810.0,902.0,2087850.0,606.0,934988.0,1992.0,108.0,25624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14264.0,882.0,2113874.0,606.0,940734.0,1946.0,114.0,29052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12980.0,1000.0,2094940.0,616.0,916490.0,1866.0,116.0,31232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-25,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12990.0,942.0,2053988.0,594.0,926838.0,1860.0,110.0,32874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-26,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12950.0,960.0,2001288.0,606.0,887556.0,1242.0,100.0,33148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-27,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13494.0,954.0,1843012.0,554.0,833620.0,1036.0,98.0,33544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13450.0,950.0,1747002.0,534.0,803548.0,894.0,94.0,34274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13762.0,1014.0,1804112.0,542.0,771226.0,892.0,92.0,37028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13378.0,1030.0,1801940.0,572.0,851662.0,846.0,90.0,42816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-10,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14372.0,1030.0,1843358.0,484.0,867692.0,850.0,92.0,46874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11594.0,1000.0,1817070.0,488.0,993626.0,852.0,100.0,44190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-12,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10848.0,946.0,1767490.0,518.0,954544.0,866.0,112.0,50520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9402.0,890.0,1732888.0,576.0,975454.0,864.0,146.0,60580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-16,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8962.0,904.0,1705322.0,558.0,975186.0,850.0,104.0,62826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-17,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6874.0,840.0,1816894.0,426.0,989710.0,854.0,102.0,69674.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.0,850.0,1682474.0,408.0,1021714.0,850.0,104.0,70074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-19,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5838.0,848.0,1688342.0,420.0,1020704.0,888.0,92.0,68170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5398.0,836.0,1648878.0,422.0,982492.0,852.0,88.0,69514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5130.0,820.0,1796066.0,432.0,995830.0,864.0,120.0,73524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-24,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4458.0,772.0,1689478.0,430.0,1004278.0,846.0,100.0,79138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464.0,766.0,1691158.0,424.0,1062776.0,866.0,94.0,82248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-26,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452.0,724.0,1652704.0,398.0,1014522.0,838.0,84.0,82090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,892.0,900.0,1208.0,502.0,,1518.0,2376.0,300.0,,800.0,86.0,792.0,,132.0,220.0,,270.0,1324.0,1300.0,,4140.0,,,,1578.0,878.0,10064.0,1776.0,1274.0,4334.0,17224.0,1468.0,0.0,0.0,212.0,1468.0,0.0,716.0,8028.0,766.0,0.0,8070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3370.0,696.0,1664774.0,406.0,1068908.0,802.0,88.0,90434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
